lcia,value,unit,year,method,Location,Process,Scenario,model
Fetpinf,3.3471350622267255e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
Fep,1.7987976935978363e-06,kg P-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
Htpinf,0.0223789194556246,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
Irp_He,0.0200433629492155,kg U235-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
Metpinf,0.0003205314915433,"kg 1,4-DB-Eq",2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
Mep,9.88970502494612e-06,kg N-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
Mdp,0.011521226929903,kg Fe-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
Nltp,9.9071945774449e-06,square meter,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
Odpinf,3.802498637667387e-09,kg CFC-11-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
Pmfp,9.888155603146442e-05,kg PM10-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
Pofp,0.0001885624220057,kg NMVOC-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
Tap100,0.0002576886691003,kg SO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
Tetpinf,4.31723844724304e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
Ulop,0.0125031446551551,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
Wdp,0.0016077548024428,m3 water-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS
Acidification,0.0228712781762345,moles of H+-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,DAC,ReEDS
Ecotoxicity,0.0945078620107581,"kg 2,4-D-Eq",2050,TRACI2.1,US,US Electricity Grid Mix,DAC,ReEDS
Eutrophication,1.816584893671048e-05,kg N,2050,TRACI2.1,US,US Electricity Grid Mix,DAC,ReEDS
Global Warming,0.1817534355111598,kg CO2-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,DAC,ReEDS
Carcinogenics,0.000941727237091,kg benzene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,DAC,ReEDS
Ozone Depletion,8.581247127583213e-09,kg CFC-11-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,DAC,ReEDS
Photochemical Oxidation,0.000222589541746,kg NOx-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,DAC,ReEDS
Non-Carcinogenics,1.712052119589548,kg toluene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,DAC,ReEDS
"Respiratory Effects, Average",0.0001170280562063,kg PM2.5-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,DAC,ReEDS
Alop,0.0030683850891514,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,DAC,ReEDS
Gwp100,0.1837241434296336,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC,ReEDS
Fdp,0.0774427581111699,kg oil-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC,ReEDS
Fetpinf,4.1264897262324725e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,DAC,ReEDS
Fep,4.296343366959548e-06,kg P-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC,ReEDS
Htpinf,0.0175524637547601,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,DAC,ReEDS
Irp_He,0.0409529905810926,kg U235-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC,ReEDS
Metpinf,0.0002344753239958,"kg 1,4-DB-Eq",2050,RECIPE,US,US Electricity Grid Mix,DAC,ReEDS
Mep,1.3895739822757244e-05,kg N-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC,ReEDS
Mdp,0.0087675057830532,kg Fe-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC,ReEDS
Nltp,1.4246404195606026e-05,square meter,2050,RECIPE,US,US Electricity Grid Mix,DAC,ReEDS
Odpinf,8.409985724700967e-09,kg CFC-11-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC,ReEDS
Pmfp,0.0001619859643467,kg PM10-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC,ReEDS
Pofp,0.000431667191346,kg NMVOC-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC,ReEDS
Tap100,0.0003886842250446,kg SO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC,ReEDS
Tetpinf,3.112203251856231e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,DAC,ReEDS
Ulop,0.0076749334082661,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,DAC,ReEDS
Wdp,0.0019752050232151,m3 water-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC,ReEDS
Acidification,0.0157681692430073,moles of H+-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Ecotoxicity,0.0711556330119415,"kg 2,4-D-Eq",2050,TRACI2.1,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Eutrophication,1.507410259137452e-05,kg N,2050,TRACI2.1,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Global Warming,0.0640298661196665,kg CO2-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Carcinogenics,0.0010401978482357,kg benzene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Ozone Depletion,6.6759147452144316e-09,kg CFC-11-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Photochemical Oxidation,0.0001325759143663,kg NOx-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Non-Carcinogenics,1.7502854481728063,kg toluene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
"Respiratory Effects, Average",7.147158936250427e-05,kg PM2.5-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Alop,0.0027274221460308,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Gwp100,0.0655277259681863,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Fdp,0.0424291439410995,kg oil-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Fetpinf,0.0001026738341456,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Fep,1.884054859434652e-06,kg P-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Htpinf,0.0209226764147745,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Irp_He,0.0314956282304759,kg U235-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Metpinf,0.0002926994504334,"kg 1,4-DB-Eq",2050,RECIPE,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Mep,1.0996996905601253e-05,kg N-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Mdp,0.0105661334183676,kg Fe-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Nltp,1.3804605203291469e-05,square meter,2050,RECIPE,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Odpinf,6.587419491369109e-09,kg CFC-11-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Pmfp,0.0001041431722142,kg PM10-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Pofp,0.0002502039791069,kg NMVOC-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Tap100,0.0002791384290784,kg SO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Tetpinf,3.421375559388379e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Ulop,0.0086637546169655,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Wdp,0.001728518908631,m3 water-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC_100by2035,ReEDS
Acidification,0.0156451819279297,moles of H+-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Ecotoxicity,0.0713479809140734,"kg 2,4-D-Eq",2050,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Eutrophication,1.4977351056538764e-05,kg N,2050,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Global Warming,0.0643328168710067,kg CO2-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Carcinogenics,0.0010311518550715,kg benzene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Ozone Depletion,6.872414574890739e-09,kg CFC-11-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Photochemical Oxidation,0.0001335677317115,kg NOx-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Non-Carcinogenics,1.7675687707068517,kg toluene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
"Respiratory Effects, Average",6.971536193243506e-05,kg PM2.5-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Alop,0.0027719748224377,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Gwp100,0.0659324016907258,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Fdp,0.0440765015440737,kg oil-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Fetpinf,0.0001066673230109,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Fep,1.7839311441651018e-06,kg P-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Htpinf,0.0205578286510217,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Irp_He,0.033712512379006,kg U235-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Metpinf,0.0002851047959263,"kg 1,4-DB-Eq",2050,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Mep,1.1018741273758398e-05,kg N-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Mdp,0.0104092889020895,kg Fe-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Nltp,1.425807842226007e-05,square meter,2050,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Odpinf,6.7815317642675185e-09,kg CFC-11-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Pmfp,0.0001023132727649,kg PM10-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Pofp,0.000253932702341,kg NMVOC-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Tap100,0.0002772921172196,kg SO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Tetpinf,3.2186308042113654e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Ulop,0.0076534928710402,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Wdp,0.0017881216991474,m3 water-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS
Acidification,0.0160218567492965,moles of H+-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Ecotoxicity,0.0718185899040391,"kg 2,4-D-Eq",2050,TRACI2.1,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Eutrophication,1.580595689720988e-05,kg N,2050,TRACI2.1,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Global Warming,0.0650801885317722,kg CO2-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Carcinogenics,0.0010072680480132,kg benzene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Ozone Depletion,6.495847245120779e-09,kg CFC-11-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Photochemical Oxidation,0.0001373087826926,kg NOx-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Non-Carcinogenics,1.7790325256965054,kg toluene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
"Respiratory Effects, Average",7.097724126780606e-05,kg PM2.5-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Alop,0.0028939572029574,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Gwp100,0.0666315963016715,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Fdp,0.0401817352190971,kg oil-Eq,2050,RECIPE,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Fetpinf,9.09634886934432e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Fep,1.817909658365764e-06,kg P-Eq,2050,RECIPE,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Htpinf,0.0205924943392269,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Irp_He,0.0329614022387527,kg U235-Eq,2050,RECIPE,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Metpinf,0.0002974386780565,"kg 1,4-DB-Eq",2050,RECIPE,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Mep,1.1492378669208378e-05,kg N-Eq,2050,RECIPE,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Mdp,0.010270968908246,kg Fe-Eq,2050,RECIPE,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Nltp,1.3634108654994145e-05,square meter,2050,RECIPE,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Odpinf,6.4216304125444405e-09,kg CFC-11-Eq,2050,RECIPE,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Pmfp,0.0001039483533995,kg PM10-Eq,2050,RECIPE,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Pofp,0.0002539034238467,kg NMVOC-Eq,2050,RECIPE,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Tap100,0.0002833980018394,kg SO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Tetpinf,3.8083906798446486e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Ulop,0.0099681634220287,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Wdp,0.001860799264086,m3 water-Eq,2050,RECIPE,US,US Electricity Grid Mix,PVB_95by2050,ReEDS
Acidification,0.0145684687640202,moles of H+-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Ecotoxicity,0.0802736483899386,"kg 2,4-D-Eq",2050,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Eutrophication,1.4475134616178162e-05,kg N,2050,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Global Warming,0.0494757368025245,kg CO2-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Carcinogenics,0.0011238400235651,kg benzene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Ozone Depletion,3.576030507136868e-09,kg CFC-11-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Photochemical Oxidation,0.0001138484306036,kg NOx-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Non-Carcinogenics,1.9048562785436127,kg toluene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
"Respiratory Effects, Average",6.726740914349094e-05,kg PM2.5-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Alop,0.0028989123716613,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Gwp100,0.0507121123348763,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Fdp,0.0189286083475507,kg oil-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Fetpinf,3.415213351629388e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Fep,1.933071280292405e-06,kg P-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Htpinf,0.0223823969997108,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Irp_He,0.0265265688656404,kg U235-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Metpinf,0.0003065517132745,"kg 1,4-DB-Eq",2050,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Mep,1.035973843204434e-05,kg N-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Mdp,0.0114561627057283,kg Fe-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Nltp,1.0234994574296685e-05,square meter,2050,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Odpinf,3.550313739855064e-09,kg CFC-11-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Pmfp,9.813905496343971e-05,kg PM10-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Pofp,0.0001881914252012,kg NMVOC-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Tap100,0.0002591141315728,kg SO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Tetpinf,3.742316314550811e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Ulop,0.0092754974595363,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Wdp,0.0017281218977985,m3 water-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS
Acidification,0.0157117420973724,moles of H+-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Ecotoxicity,0.0772648129080011,"kg 2,4-D-Eq",2050,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Eutrophication,1.6271980627577073e-05,kg N,2050,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Global Warming,0.0556308419821291,kg CO2-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Carcinogenics,0.0009546002951886,kg benzene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Ozone Depletion,6.3402684819207e-09,kg CFC-11-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Photochemical Oxidation,0.0001294006724909,kg NOx-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Non-Carcinogenics,1.843056683177428,kg toluene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
"Respiratory Effects, Average",6.9857334847812e-05,kg PM2.5-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Alop,0.0030427577474212,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Gwp100,0.0571375922809753,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Fdp,0.0366927801971339,kg oil-Eq,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Fetpinf,9.772372694750326e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Fep,1.96101929557076e-06,kg P-Eq,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Htpinf,0.0205982985033961,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Irp_He,0.0324716547765114,kg U235-Eq,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Metpinf,0.0003080587094563,"kg 1,4-DB-Eq",2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Mep,1.1684197881703762e-05,kg N-Eq,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Mdp,0.009855503733578,kg Fe-Eq,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Nltp,1.3656835888472364e-05,square meter,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Odpinf,6.2908869489466635e-09,kg CFC-11-Eq,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Pmfp,0.0001022800634389,kg PM10-Eq,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Pofp,0.0002358563125822,kg NMVOC-Eq,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Tap100,0.0002799343305576,kg SO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Tetpinf,4.238336511403703e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Ulop,0.0113296414746712,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Wdp,0.0018931070559832,m3 water-Eq,2050,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS
Acidification,0.0151076546312139,moles of H+-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS
Ecotoxicity,0.0675277391361122,"kg 2,4-D-Eq",2050,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS
Eutrophication,1.4957550561820685e-05,kg N,2050,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS
Global Warming,0.0573284927636317,kg CO2-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS
Carcinogenics,0.0010877007703697,kg benzene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS
Ozone Depletion,4.081317100340599e-09,kg CFC-11-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS
Photochemical Oxidation,0.0001190424385883,kg NOx-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS
Non-Carcinogenics,1.7109522813073226,kg toluene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS
"Respiratory Effects, Average",7.103369061239244e-05,kg PM2.5-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS
Alop,0.0029011402248739,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS
Gwp100,0.0585589509859656,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS
Fdp,0.0219450799861838,kg oil-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS
Fetpinf,3.36218807894372e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS
Fep,1.7862146134979414e-06,kg P-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS
Htpinf,0.0220453772246386,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS
Irp_He,0.0224200817042936,kg U235-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS
Metpinf,0.0003184286880459,"kg 1,4-DB-Eq",2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS
Mep,1.0475599875890234e-05,kg N-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS
Mdp,0.0113184927990827,kg Fe-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS
Nltp,1.0532152860758709e-05,square meter,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS
Odpinf,4.040039834277419e-09,kg CFC-11-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS
Pmfp,0.0001016206708195,kg PM10-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS
Pofp,0.0002053235277009,kg NMVOC-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS
Tap100,0.0002664762166342,kg SO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS
